Date,City,Type,Count
4/5/2020,Karachi,PM 2.5,90
4/6/2020,Karachi,PM 2.5,79
4/7/2020,Karachi,PM 2.5,97
4/8/2020,Karachi,PM 2.5,117
4/9/2020,Karachi,PM 2.5,107
4/10/2020,Karachi,PM 2.5,87
4/11/2020,Karachi,PM 2.5,83
4/12/2020,Karachi,PM 2.5,124
4/13/2020,Karachi,PM 2.5,83
4/14/2020,Karachi,PM 2.5,76
4/15/2020,Karachi,PM 2.5,79
4/16/2020,Karachi,PM 2.5,88
4/17/2020,Karachi,PM 2.5,85
4/18/2020,Karachi,PM 2.5,82
4/19/2020,Karachi,PM 2.5,72
4/20/2020,Karachi,PM 2.5,64
4/29/2019,Islamabad,PM 2.5,162
4/30/2019,Islamabad,PM 2.5,124
5/1/2019,Islamabad,PM 2.5,89
5/2/2019,Islamabad,PM 2.5,87
5/3/2019,Islamabad,PM 2.5,69
5/4/2019,Islamabad,PM 2.5,72
5/5/2019,Islamabad,PM 2.5,108
5/6/2019,Islamabad,PM 2.5,-
5/7/2019,Islamabad,PM 2.5,64
5/8/2019,Islamabad,PM 2.5,130
5/9/2019,Islamabad,PM 2.5,100
5/10/2019,Islamabad,PM 2.5,111
5/11/2019,Islamabad,PM 2.5,86
5/12/2019,Islamabad,PM 2.5,80
5/13/2019,Islamabad,PM 2.5,90
5/14/2019,Islamabad,PM 2.5,92
5/15/2019,Islamabad,PM 2.5,80
5/16/2019,Islamabad,PM 2.5,108
5/17/2019,Islamabad,PM 2.5,88
5/18/2019,Islamabad,PM 2.5,109
5/19/2019,Islamabad,PM 2.5,87
5/20/2019,Islamabad,PM 2.5,86
5/21/2019,Islamabad,PM 2.5,73
5/22/2019,Islamabad,PM 2.5,94
5/23/2019,Islamabad,PM 2.5,101
5/24/2019,Islamabad,PM 2.5,81
5/25/2019,Islamabad,PM 2.5,67
5/26/2019,Islamabad,PM 2.5,70
5/27/2019,Islamabad,PM 2.5,75
5/28/2019,Islamabad,PM 2.5,83
5/29/2019,Islamabad,PM 2.5,87
5/30/2019,Islamabad,PM 2.5,83
5/31/2019,Islamabad,PM 2.5,85
6/1/2019,Islamabad,PM 2.5,94
6/2/2019,Islamabad,PM 2.5,95
6/3/2019,Islamabad,PM 2.5,119
6/4/2019,Islamabad,PM 2.5,90
6/5/2019,Islamabad,PM 2.5,79
6/6/2019,Islamabad,PM 2.5,78
6/7/2019,Islamabad,PM 2.5,81
6/8/2019,Islamabad,PM 2.5,76
6/9/2019,Islamabad,PM 2.5,85
6/10/2019,Islamabad,PM 2.5,95
6/11/2019,Islamabad,PM 2.5,142
6/12/2019,Islamabad,PM 2.5,66
6/13/2019,Islamabad,PM 2.5,72
6/14/2019,Islamabad,PM 2.5,87
6/15/2019,Islamabad,PM 2.5,100
6/16/2019,Islamabad,PM 2.5,94
6/17/2019,Islamabad,PM 2.5,88
6/18/2019,Islamabad,PM 2.5,101
6/19/2019,Islamabad,PM 2.5,81
6/20/2019,Islamabad,PM 2.5,104
6/21/2019,Islamabad,PM 2.5,70
6/22/2019,Islamabad,PM 2.5,84
6/23/2019,Islamabad,PM 2.5,89
6/24/2019,Islamabad,PM 2.5,75
6/25/2019,Islamabad,PM 2.5,86
6/26/2019,Islamabad,PM 2.5,76
6/27/2019,Islamabad,PM 2.5,83
6/28/2019,Islamabad,PM 2.5,98
6/29/2019,Islamabad,PM 2.5,99
6/30/2019,Islamabad,PM 2.5,119
7/1/2019,Islamabad,PM 2.5,87
7/2/2019,Islamabad,PM 2.5,97
7/3/2019,Islamabad,PM 2.5,118
7/4/2019,Islamabad,PM 2.5,144
7/5/2019,Islamabad,PM 2.5,136
7/6/2019,Islamabad,PM 2.5,103
7/7/2019,Islamabad,PM 2.5,112
7/8/2019,Islamabad,PM 2.5,107
7/9/2019,Islamabad,PM 2.5,128
7/10/2019,Islamabad,PM 2.5,106
7/11/2019,Islamabad,PM 2.5,86
7/12/2019,Islamabad,PM 2.5,87
7/13/2019,Islamabad,PM 2.5,127
7/14/2019,Islamabad,PM 2.5,75
7/15/2019,Islamabad,PM 2.5,82
7/16/2019,Islamabad,PM 2.5,92
7/17/2019,Islamabad,PM 2.5,99
7/18/2019,Islamabad,PM 2.5,113
7/19/2019,Islamabad,PM 2.5,96
7/20/2019,Islamabad,PM 2.5,84
7/21/2019,Islamabad,PM 2.5,75
7/22/2019,Islamabad,PM 2.5,101
7/23/2019,Islamabad,PM 2.5,121
7/24/2019,Islamabad,PM 2.5,118
7/25/2019,Islamabad,PM 2.5,132
7/26/2019,Islamabad,PM 2.5,69
7/27/2019,Islamabad,PM 2.5,67
7/28/2019,Islamabad,PM 2.5,68
7/29/2019,Islamabad,PM 2.5,53
7/30/2019,Islamabad,PM 2.5,70
7/31/2019,Islamabad,PM 2.5,80
8/1/2019,Islamabad,PM 2.5,70
8/2/2019,Islamabad,PM 2.5,54
8/3/2019,Islamabad,PM 2.5,74
8/4/2019,Islamabad,PM 2.5,84
8/5/2019,Islamabad,PM 2.5,87
8/6/2019,Islamabad,PM 2.5,96
8/7/2019,Islamabad,PM 2.5,103
8/8/2019,Islamabad,PM 2.5,66
8/9/2019,Islamabad,PM 2.5,76
8/10/2019,Islamabad,PM 2.5,73
8/11/2019,Islamabad,PM 2.5,58
8/12/2019,Islamabad,PM 2.5,67
8/13/2019,Islamabad,PM 2.5,83
8/14/2019,Islamabad,PM 2.5,68
8/15/2019,Islamabad,PM 2.5,67
8/16/2019,Islamabad,PM 2.5,93
8/17/2019,Islamabad,PM 2.5,96
8/18/2019,Islamabad,PM 2.5,69
8/19/2019,Islamabad,PM 2.5,80
8/20/2019,Islamabad,PM 2.5,69
8/21/2019,Islamabad,PM 2.5,85
8/22/2019,Islamabad,PM 2.5,95
8/23/2019,Islamabad,PM 2.5,96
8/24/2019,Islamabad,PM 2.5,111
8/25/2019,Islamabad,PM 2.5,108
8/26/2019,Islamabad,PM 2.5,116
8/27/2019,Islamabad,PM 2.5,90
8/28/2019,Islamabad,PM 2.5,114
8/29/2019,Islamabad,PM 2.5,110
8/30/2019,Islamabad,PM 2.5,115
8/31/2019,Islamabad,PM 2.5,101
9/1/2019,Islamabad,PM 2.5,95
9/2/2019,Islamabad,PM 2.5,96
9/3/2019,Islamabad,PM 2.5,96
9/4/2019,Islamabad,PM 2.5,104
9/5/2019,Islamabad,PM 2.5,114
9/6/2019,Islamabad,PM 2.5,133
9/7/2019,Islamabad,PM 2.5,104
9/8/2019,Islamabad,PM 2.5,72
9/9/2019,Islamabad,PM 2.5,91
9/10/2019,Islamabad,PM 2.5,109
9/11/2019,Islamabad,PM 2.5,117
9/12/2019,Islamabad,PM 2.5,123
9/13/2019,Islamabad,PM 2.5,126
9/14/2019,Islamabad,PM 2.5,131
9/15/2019,Islamabad,PM 2.5,128
9/16/2019,Islamabad,PM 2.5,137
9/17/2019,Islamabad,PM 2.5,97
9/18/2019,Islamabad,PM 2.5,115
9/19/2019,Islamabad,PM 2.5,132
9/20/2019,Islamabad,PM 2.5,114
9/21/2019,Islamabad,PM 2.5,93
9/22/2019,Islamabad,PM 2.5,110
9/23/2019,Islamabad,PM 2.5,117
9/24/2019,Islamabad,PM 2.5,129
9/25/2019,Islamabad,PM 2.5,153
9/26/2019,Islamabad,PM 2.5,139
9/27/2019,Islamabad,PM 2.5,147
9/28/2019,Islamabad,PM 2.5,106
9/29/2019,Islamabad,PM 2.5,85
9/30/2019,Islamabad,PM 2.5,74
10/1/2019,Islamabad,PM 2.5,83
10/2/2019,Islamabad,PM 2.5,84
10/3/2019,Islamabad,PM 2.5,99
10/4/2019,Islamabad,PM 2.5,98
10/5/2019,Islamabad,PM 2.5,81
10/6/2019,Islamabad,PM 2.5,95
10/7/2019,Islamabad,PM 2.5,131
10/8/2019,Islamabad,PM 2.5,87
10/9/2019,Islamabad,PM 2.5,109
10/10/2019,Islamabad,PM 2.5,107
10/11/2019,Islamabad,PM 2.5,115
10/12/2019,Islamabad,PM 2.5,105
10/13/2019,Islamabad,PM 2.5,130
10/14/2019,Islamabad,PM 2.5,135
10/15/2019,Islamabad,PM 2.5,139
10/16/2019,Islamabad,PM 2.5,152
10/17/2019,Islamabad,PM 2.5,169
10/18/2019,Islamabad,PM 2.5,153
10/19/2019,Islamabad,PM 2.5,86
10/20/2019,Islamabad,PM 2.5,111
10/21/2019,Islamabad,PM 2.5,114
10/22/2019,Islamabad,PM 2.5,102
10/23/2019,Islamabad,PM 2.5,102
10/24/2019,Islamabad,PM 2.5,121
10/25/2019,Islamabad,PM 2.5,133
10/26/2019,Islamabad,PM 2.5,116
10/27/2019,Islamabad,PM 2.5,104
10/28/2019,Islamabad,PM 2.5,111
10/29/2019,Islamabad,PM 2.5,129
10/30/2019,Islamabad,PM 2.5,159
10/31/2019,Islamabad,PM 2.5,169
11/1/2019,Islamabad,PM 2.5,157
11/2/2019,Islamabad,PM 2.5,141
11/3/2019,Islamabad,PM 2.5,143
11/4/2019,Islamabad,PM 2.5,131
11/5/2019,Islamabad,PM 2.5,127
11/6/2019,Islamabad,PM 2.5,127
11/7/2019,Islamabad,PM 2.5,92
11/8/2019,Islamabad,PM 2.5,108
11/9/2019,Islamabad,PM 2.5,100
11/10/2019,Islamabad,PM 2.5,135
11/11/2019,Islamabad,PM 2.5,135
11/12/2019,Islamabad,PM 2.5,133
11/13/2019,Islamabad,PM 2.5,150
11/14/2019,Islamabad,PM 2.5,151
11/15/2019,Islamabad,PM 2.5,145
11/16/2019,Islamabad,PM 2.5,110
11/17/2019,Islamabad,PM 2.5,111
11/18/2019,Islamabad,PM 2.5,112
11/19/2019,Islamabad,PM 2.5,112
11/20/2019,Islamabad,PM 2.5,139
11/21/2019,Islamabad,PM 2.5,155
11/22/2019,Islamabad,PM 2.5,131
11/23/2019,Islamabad,PM 2.5,103
11/24/2019,Islamabad,PM 2.5,120
11/25/2019,Islamabad,PM 2.5,110
11/26/2019,Islamabad,PM 2.5,140
11/27/2019,Islamabad,PM 2.5,156
11/28/2019,Islamabad,PM 2.5,160
11/29/2019,Islamabad,PM 2.5,124
11/30/2019,Islamabad,PM 2.5,117
12/1/2019,Islamabad,PM 2.5,159
12/2/2019,Islamabad,PM 2.5,154
12/3/2019,Islamabad,PM 2.5,161
12/4/2019,Islamabad,PM 2.5,151
12/5/2019,Islamabad,PM 2.5,189
12/6/2019,Islamabad,PM 2.5,189
12/7/2019,Islamabad,PM 2.5,194
12/8/2019,Islamabad,PM 2.5,192
12/9/2019,Islamabad,PM 2.5,186
12/10/2019,Islamabad,PM 2.5,201
12/11/2019,Islamabad,PM 2.5,213
12/12/2019,Islamabad,PM 2.5,188
12/13/2019,Islamabad,PM 2.5,145
12/14/2019,Islamabad,PM 2.5,78
12/15/2019,Islamabad,PM 2.5,82
12/16/2019,Islamabad,PM 2.5,127
12/17/2019,Islamabad,PM 2.5,149
12/18/2019,Islamabad,PM 2.5,150
12/19/2019,Islamabad,PM 2.5,172
12/20/2019,Islamabad,PM 2.5,170
12/21/2019,Islamabad,PM 2.5,186
12/22/2019,Islamabad,PM 2.5,161
12/23/2019,Islamabad,PM 2.5,181
12/24/2019,Islamabad,PM 2.5,188
12/25/2019,Islamabad,PM 2.5,198
12/26/2019,Islamabad,PM 2.5,206
12/27/2019,Islamabad,PM 2.5,202
12/28/2019,Islamabad,PM 2.5,190
12/29/2019,Islamabad,PM 2.5,188
12/30/2019,Islamabad,PM 2.5,203
12/31/2019,Islamabad,PM 2.5,-
1/1/2020,Islamabad,PM 2.5,-
1/2/2020,Islamabad,PM 2.5,156
1/3/2020,Islamabad,PM 2.5,173
1/4/2020,Islamabad,PM 2.5,188
1/5/2020,Islamabad,PM 2.5,135
1/6/2020,Islamabad,PM 2.5,165
1/7/2020,Islamabad,PM 2.5,134
1/8/2020,Islamabad,PM 2.5,124
1/9/2020,Islamabad,PM 2.5,136
1/10/2020,Islamabad,PM 2.5,136
1/11/2020,Islamabad,PM 2.5,162
1/12/2020,Islamabad,PM 2.5,236
1/13/2020,Islamabad,PM 2.5,165
1/14/2020,Islamabad,PM 2.5,97
1/15/2020,Islamabad,PM 2.5,105
1/16/2020,Islamabad,PM 2.5,153
1/17/2020,Islamabad,PM 2.5,146
1/18/2020,Islamabad,PM 2.5,156
1/19/2020,Islamabad,PM 2.5,165
1/20/2020,Islamabad,PM 2.5,149
1/21/2020,Islamabad,PM 2.5,171
1/22/2020,Islamabad,PM 2.5,134
1/23/2020,Islamabad,PM 2.5,144
1/24/2020,Islamabad,PM 2.5,137
1/25/2020,Islamabad,PM 2.5,147
1/26/2020,Islamabad,PM 2.5,179
1/27/2020,Islamabad,PM 2.5,148
1/28/2020,Islamabad,PM 2.5,129
1/29/2020,Islamabad,PM 2.5,96
1/30/2020,Islamabad,PM 2.5,96
1/31/2020,Islamabad,PM 2.5,145
2/1/2020,Islamabad,PM 2.5,137
2/2/2020,Islamabad,PM 2.5,125
2/3/2020,Islamabad,PM 2.5,149
2/4/2020,Islamabad,PM 2.5,166
2/5/2020,Islamabad,PM 2.5,165
2/6/2020,Islamabad,PM 2.5,128
2/7/2020,Islamabad,PM 2.5,138
2/8/2020,Islamabad,PM 2.5,155
2/9/2020,Islamabad,PM 2.5,155
2/10/2020,Islamabad,PM 2.5,170
2/11/2020,Islamabad,PM 2.5,176
2/12/2020,Islamabad,PM 2.5,171
2/13/2020,Islamabad,PM 2.5,169
2/14/2020,Islamabad,PM 2.5,157
2/15/2020,Islamabad,PM 2.5,100
2/16/2020,Islamabad,PM 2.5,118
2/17/2020,Islamabad,PM 2.5,117
2/18/2020,Islamabad,PM 2.5,123
2/19/2020,Islamabad,PM 2.5,147
2/20/2020,Islamabad,PM 2.5,131
2/21/2020,Islamabad,PM 2.5,76
2/22/2020,Islamabad,PM 2.5,126
2/23/2020,Islamabad,PM 2.5,122
2/24/2020,Islamabad,PM 2.5,134
2/25/2020,Islamabad,PM 2.5,132
2/26/2020,Islamabad,PM 2.5,144
2/27/2020,Islamabad,PM 2.5,139
2/28/2020,Islamabad,PM 2.5,167
2/29/2020,Islamabad,PM 2.5,103
3/1/2020,Islamabad,PM 2.5,74
3/2/2020,Islamabad,PM 2.5,107
3/3/2020,Islamabad,PM 2.5,113
3/4/2020,Islamabad,PM 2.5,138
3/5/2020,Islamabad,PM 2.5,105
3/6/2020,Islamabad,PM 2.5,83
3/7/2020,Islamabad,PM 2.5,79
3/8/2020,Islamabad,PM 2.5,58
3/9/2020,Islamabad,PM 2.5,83
3/10/2020,Islamabad,PM 2.5,105
3/11/2020,Islamabad,PM 2.5,114
3/12/2020,Islamabad,PM 2.5,89
3/13/2020,Islamabad,PM 2.5,71
3/14/2020,Islamabad,PM 2.5,85
3/15/2020,Islamabad,PM 2.5,107
3/16/2020,Islamabad,PM 2.5,114
3/17/2020,Islamabad,PM 2.5,121
3/18/2020,Islamabad,PM 2.5,125
3/19/2020,Islamabad,PM 2.5,121
3/20/2020,Islamabad,PM 2.5,110
3/21/2020,Islamabad,PM 2.5,84
3/22/2020,Islamabad,PM 2.5,71
3/23/2020,Islamabad,PM 2.5,79
3/24/2020,Islamabad,PM 2.5,87
3/25/2020,Islamabad,PM 2.5,77
3/26/2020,Islamabad,PM 2.5,78
3/27/2020,Islamabad,PM 2.5,89
3/28/2020,Islamabad,PM 2.5,67
3/29/2020,Islamabad,PM 2.5,62
3/30/2020,Islamabad,PM 2.5,80
3/31/2020,Islamabad,PM 2.5,104
4/1/2020,Islamabad,PM 2.5,84
4/2/2020,Islamabad,PM 2.5,81
4/3/2020,Islamabad,PM 2.5,58
4/4/2020,Islamabad,PM 2.5,82
4/5/2020,Islamabad,PM 2.5,94
4/6/2020,Islamabad,PM 2.5,76
4/7/2020,Islamabad,PM 2.5,72
4/8/2020,Islamabad,PM 2.5,74
4/9/2020,Islamabad,PM 2.5,86
4/10/2020,Islamabad,PM 2.5,88
4/11/2020,Islamabad,PM 2.5,76
4/12/2020,Islamabad,PM 2.5,89
4/13/2020,Islamabad,PM 2.5,96
4/14/2020,Islamabad,PM 2.5,100
4/15/2020,Islamabad,PM 2.5,100
4/16/2020,Islamabad,PM 2.5,89
4/17/2020,Islamabad,PM 2.5,119
4/18/2020,Islamabad,PM 2.5,83
4/19/2020,Islamabad,PM 2.5,98
4/20/2020,Islamabad,PM 2.5,68
5/28/2019,Peshawar,PM 2.5,203
5/29/2019,Peshawar,PM 2.5,125
5/30/2019,Peshawar,PM 2.5,133
5/31/2019,Peshawar,PM 2.5,134
6/1/2019,Peshawar,PM 2.5,108
6/2/2019,Peshawar,PM 2.5,104
6/3/2019,Peshawar,PM 2.5,110
6/4/2019,Peshawar,PM 2.5,152
6/5/2019,Peshawar,PM 2.5,104
6/6/2019,Peshawar,PM 2.5,67
6/7/2019,Peshawar,PM 2.5,70
6/8/2019,Peshawar,PM 2.5,98
6/9/2019,Peshawar,PM 2.5,136
6/10/2019,Peshawar,PM 2.5,84
6/11/2019,Peshawar,PM 2.5,137
6/12/2019,Peshawar,PM 2.5,79
6/13/2019,Peshawar,PM 2.5,78
6/14/2019,Peshawar,PM 2.5,93
6/15/2019,Peshawar,PM 2.5,121
6/16/2019,Peshawar,PM 2.5,158
6/17/2019,Peshawar,PM 2.5,138
6/18/2019,Peshawar,PM 2.5,144
6/19/2019,Peshawar,PM 2.5,132
6/20/2019,Peshawar,PM 2.5,158
6/21/2019,Peshawar,PM 2.5,131
6/22/2019,Peshawar,PM 2.5,123
6/23/2019,Peshawar,PM 2.5,142
6/24/2019,Peshawar,PM 2.5,141
6/25/2019,Peshawar,PM 2.5,169
6/26/2019,Peshawar,PM 2.5,142
6/27/2019,Peshawar,PM 2.5,159
6/28/2019,Peshawar,PM 2.5,146
6/29/2019,Peshawar,PM 2.5,120
6/30/2019,Peshawar,PM 2.5,179
7/1/2019,Peshawar,PM 2.5,140
7/2/2019,Peshawar,PM 2.5,127
7/3/2019,Peshawar,PM 2.5,161
7/4/2019,Peshawar,PM 2.5,168
7/5/2019,Peshawar,PM 2.5,172
7/6/2019,Peshawar,PM 2.5,182
7/7/2019,Peshawar,PM 2.5,131
7/8/2019,Peshawar,PM 2.5,147
7/9/2019,Peshawar,PM 2.5,159
7/10/2019,Peshawar,PM 2.5,158
7/11/2019,Peshawar,PM 2.5,116
7/12/2019,Peshawar,PM 2.5,129
7/13/2019,Peshawar,PM 2.5,132
7/14/2019,Peshawar,PM 2.5,114
7/15/2019,Peshawar,PM 2.5,97
7/16/2019,Peshawar,PM 2.5,83
7/17/2019,Peshawar,PM 2.5,112
7/18/2019,Peshawar,PM 2.5,132
7/19/2019,Peshawar,PM 2.5,99
7/20/2019,Peshawar,PM 2.5,131
7/21/2019,Peshawar,PM 2.5,87
7/22/2019,Peshawar,PM 2.5,128
7/23/2019,Peshawar,PM 2.5,113
7/24/2019,Peshawar,PM 2.5,160
7/25/2019,Peshawar,PM 2.5,159
7/26/2019,Peshawar,PM 2.5,119
7/27/2019,Peshawar,PM 2.5,99
7/28/2019,Peshawar,PM 2.5,88
7/29/2019,Peshawar,PM 2.5,76
7/30/2019,Peshawar,PM 2.5,89
7/31/2019,Peshawar,PM 2.5,91
8/1/2019,Peshawar,PM 2.5,116
8/2/2019,Peshawar,PM 2.5,70
8/3/2019,Peshawar,PM 2.5,76
8/4/2019,Peshawar,PM 2.5,99
8/5/2019,Peshawar,PM 2.5,125
8/6/2019,Peshawar,PM 2.5,127
8/7/2019,Peshawar,PM 2.5,136
8/8/2019,Peshawar,PM 2.5,79
8/9/2019,Peshawar,PM 2.5,124
8/10/2019,Peshawar,PM 2.5,96
8/11/2019,Peshawar,PM 2.5,46
8/12/2019,Peshawar,PM 2.5,100
8/13/2019,Peshawar,PM 2.5,122
8/14/2019,Peshawar,PM 2.5,108
8/15/2019,Peshawar,PM 2.5,70
8/16/2019,Peshawar,PM 2.5,111
8/17/2019,Peshawar,PM 2.5,93
8/18/2019,Peshawar,PM 2.5,65
8/19/2019,Peshawar,PM 2.5,109
8/20/2019,Peshawar,PM 2.5,120
8/21/2019,Peshawar,PM 2.5,115
8/22/2019,Peshawar,PM 2.5,133
8/23/2019,Peshawar,PM 2.5,143
8/24/2019,Peshawar,PM 2.5,135
8/25/2019,Peshawar,PM 2.5,144
8/26/2019,Peshawar,PM 2.5,138
8/27/2019,Peshawar,PM 2.5,105
8/28/2019,Peshawar,PM 2.5,130
8/29/2019,Peshawar,PM 2.5,144
8/30/2019,Peshawar,PM 2.5,152
8/31/2019,Peshawar,PM 2.5,121
9/1/2019,Peshawar,PM 2.5,121
9/2/2019,Peshawar,PM 2.5,143
9/3/2019,Peshawar,PM 2.5,117
9/4/2019,Peshawar,PM 2.5,144
9/5/2019,Peshawar,PM 2.5,149
9/6/2019,Peshawar,PM 2.5,137
9/7/2019,Peshawar,PM 2.5,145
9/8/2019,Peshawar,PM 2.5,105
9/9/2019,Peshawar,PM 2.5,138
9/10/2019,Peshawar,PM 2.5,141
9/11/2019,Peshawar,PM 2.5,153
9/12/2019,Peshawar,PM 2.5,157
9/13/2019,Peshawar,PM 2.5,157
9/14/2019,Peshawar,PM 2.5,142
9/15/2019,Peshawar,PM 2.5,150
9/16/2019,Peshawar,PM 2.5,160
9/17/2019,Peshawar,PM 2.5,132
9/18/2019,Peshawar,PM 2.5,146
9/19/2019,Peshawar,PM 2.5,155
9/20/2019,Peshawar,PM 2.5,149
9/21/2019,Peshawar,PM 2.5,128
9/22/2019,Peshawar,PM 2.5,137
9/23/2019,Peshawar,PM 2.5,150
9/24/2019,Peshawar,PM 2.5,161
9/25/2019,Peshawar,PM 2.5,165
9/26/2019,Peshawar,PM 2.5,166
9/27/2019,Peshawar,PM 2.5,162
9/28/2019,Peshawar,PM 2.5,154
9/29/2019,Peshawar,PM 2.5,104
9/30/2019,Peshawar,PM 2.5,95
10/1/2019,Peshawar,PM 2.5,110
10/2/2019,Peshawar,PM 2.5,80
10/3/2019,Peshawar,PM 2.5,160
10/4/2019,Peshawar,PM 2.5,134
10/5/2019,Peshawar,PM 2.5,87
10/6/2019,Peshawar,PM 2.5,86
10/7/2019,Peshawar,PM 2.5,111
10/8/2019,Peshawar,PM 2.5,102
10/9/2019,Peshawar,PM 2.5,115
10/10/2019,Peshawar,PM 2.5,159
10/11/2019,Peshawar,PM 2.5,166
10/12/2019,Peshawar,PM 2.5,154
10/13/2019,Peshawar,PM 2.5,159
10/14/2019,Peshawar,PM 2.5,166
10/15/2019,Peshawar,PM 2.5,173
10/16/2019,Peshawar,PM 2.5,192
10/17/2019,Peshawar,PM 2.5,181
10/18/2019,Peshawar,PM 2.5,157
10/19/2019,Peshawar,PM 2.5,102
10/20/2019,Peshawar,PM 2.5,107
10/21/2019,Peshawar,PM 2.5,126
10/22/2019,Peshawar,PM 2.5,164
10/23/2019,Peshawar,PM 2.5,160
10/24/2019,Peshawar,PM 2.5,161
10/25/2019,Peshawar,PM 2.5,159
10/26/2019,Peshawar,PM 2.5,136
10/27/2019,Peshawar,PM 2.5,179
10/28/2019,Peshawar,PM 2.5,177
10/29/2019,Peshawar,PM 2.5,189
10/30/2019,Peshawar,PM 2.5,202
10/31/2019,Peshawar,PM 2.5,214
11/1/2019,Peshawar,PM 2.5,170
11/2/2019,Peshawar,PM 2.5,118
11/3/2019,Peshawar,PM 2.5,132
11/4/2019,Peshawar,PM 2.5,122
11/5/2019,Peshawar,PM 2.5,158
11/6/2019,Peshawar,PM 2.5,129
11/7/2019,Peshawar,PM 2.5,92
11/8/2019,Peshawar,PM 2.5,114
11/9/2019,Peshawar,PM 2.5,135
11/10/2019,Peshawar,PM 2.5,114
11/11/2019,Peshawar,PM 2.5,154
11/12/2019,Peshawar,PM 2.5,180
11/13/2019,Peshawar,PM 2.5,215
11/14/2019,Peshawar,PM 2.5,244
11/15/2019,Peshawar,PM 2.5,228
11/16/2019,Peshawar,PM 2.5,135
11/17/2019,Peshawar,PM 2.5,112
11/18/2019,Peshawar,PM 2.5,152
11/19/2019,Peshawar,PM 2.5,131
11/20/2019,Peshawar,PM 2.5,171
11/21/2019,Peshawar,PM 2.5,239
11/22/2019,Peshawar,PM 2.5,294
11/23/2019,Peshawar,PM 2.5,102
11/24/2019,Peshawar,PM 2.5,136
11/25/2019,Peshawar,PM 2.5,158
11/26/2019,Peshawar,PM 2.5,172
11/27/2019,Peshawar,PM 2.5,197
11/28/2019,Peshawar,PM 2.5,169
11/29/2019,Peshawar,PM 2.5,138
11/30/2019,Peshawar,PM 2.5,146
12/1/2019,Peshawar,PM 2.5,140
12/2/2019,Peshawar,PM 2.5,162
12/3/2019,Peshawar,PM 2.5,155
12/4/2019,Peshawar,PM 2.5,146
12/5/2019,Peshawar,PM 2.5,157
12/6/2019,Peshawar,PM 2.5,210
12/7/2019,Peshawar,PM 2.5,214
12/8/2019,Peshawar,PM 2.5,185
12/9/2019,Peshawar,PM 2.5,216
12/10/2019,Peshawar,PM 2.5,244
12/11/2019,Peshawar,PM 2.5,239
12/12/2019,Peshawar,PM 2.5,133
12/13/2019,Peshawar,PM 2.5,208
12/14/2019,Peshawar,PM 2.5,211
12/15/2019,Peshawar,PM 2.5,221
12/16/2019,Peshawar,PM 2.5,169
12/17/2019,Peshawar,PM 2.5,164
12/18/2019,Peshawar,PM 2.5,167
12/19/2019,Peshawar,PM 2.5,210
12/20/2019,Peshawar,PM 2.5,277
12/21/2019,Peshawar,PM 2.5,270
12/22/2019,Peshawar,PM 2.5,292
12/23/2019,Peshawar,PM 2.5,209
12/24/2019,Peshawar,PM 2.5,213
12/25/2019,Peshawar,PM 2.5,250
12/26/2019,Peshawar,PM 2.5,252
12/27/2019,Peshawar,PM 2.5,198
12/28/2019,Peshawar,PM 2.5,215
12/29/2019,Peshawar,PM 2.5,314
12/30/2019,Peshawar,PM 2.5,343
12/31/2019,Peshawar,PM 2.5,-
1/1/2020,Peshawar,PM 2.5,-
1/2/2020,Peshawar,PM 2.5,425
1/3/2020,Peshawar,PM 2.5,123
1/4/2020,Peshawar,PM 2.5,166
1/5/2020,Peshawar,PM 2.5,204
1/6/2020,Peshawar,PM 2.5,175
1/7/2020,Peshawar,PM 2.5,115
1/8/2020,Peshawar,PM 2.5,183
1/9/2020,Peshawar,PM 2.5,190
1/10/2020,Peshawar,PM 2.5,188
1/11/2020,Peshawar,PM 2.5,171
1/12/2020,Peshawar,PM 2.5,203
1/13/2020,Peshawar,PM 2.5,216
1/14/2020,Peshawar,PM 2.5,92
1/15/2020,Peshawar,PM 2.5,94
1/16/2020,Peshawar,PM 2.5,168
1/17/2020,Peshawar,PM 2.5,183
1/18/2020,Peshawar,PM 2.5,216
1/19/2020,Peshawar,PM 2.5,162
1/20/2020,Peshawar,PM 2.5,155
1/21/2020,Peshawar,PM 2.5,209
1/22/2020,Peshawar,PM 2.5,124
1/23/2020,Peshawar,PM 2.5,151
1/24/2020,Peshawar,PM 2.5,142
1/25/2020,Peshawar,PM 2.5,182
1/26/2020,Peshawar,PM 2.5,215
1/27/2020,Peshawar,PM 2.5,169
1/28/2020,Peshawar,PM 2.5,205
1/29/2020,Peshawar,PM 2.5,187
1/30/2020,Peshawar,PM 2.5,115
1/31/2020,Peshawar,PM 2.5,154
2/1/2020,Peshawar,PM 2.5,163
2/2/2020,Peshawar,PM 2.5,185
2/3/2020,Peshawar,PM 2.5,169
2/4/2020,Peshawar,PM 2.5,173
2/5/2020,Peshawar,PM 2.5,171
2/6/2020,Peshawar,PM 2.5,156
2/7/2020,Peshawar,PM 2.5,204
2/8/2020,Peshawar,PM 2.5,190
2/9/2020,Peshawar,PM 2.5,162
2/10/2020,Peshawar,PM 2.5,196
2/11/2020,Peshawar,PM 2.5,201
2/12/2020,Peshawar,PM 2.5,182
2/13/2020,Peshawar,PM 2.5,118
